Data_dostarczenia	Imie	Nazwisko	Liczba_kilogramow
2017-12-04	Anastazja	Borowska	55
2017-12-04	Maciej	Bugaj	12
2017-12-04	Katarzyna	Karnia	15
2017-12-04	Sebastian	Powoj	10
2017-12-04	Bonifacy	Pleszewski	6
2017-12-04	Konrad	Lipowski	9
2017-12-04	Patryk	Geszczynski	48
2017-12-05	Kazimierz	Bartosik	21
2017-12-05	Mariola	Mleczko	2
2017-12-05	Anna	Trzebiatowska	45
2017-12-05	Adrian	Baran	34
2017-12-05	Piotr	Felus	22
2017-12-05	Agata	Zgoda	6
2017-12-05	Przemyslaw	Widawski	19
2017-12-05	Patryk	Giemza	22
2017-12-05	Agnieszka	Kaminska	10
2017-12-06	Olgierd	Hazubski	20
2017-12-06	Lukasz	Gacek	40
2017-12-06	Stanislaw	Dabrowski	14
2017-12-06	Monika	Nowaczkiewicz	5
2017-12-06	Malgorzata	Malec	3
2017-12-06	Lidia	Tarnowska	14
2017-12-06	Maciej	Bugaj	7
2017-12-06	Jan	Jarek	24
2017-12-06	Katarzyna	Wip	39
2017-12-06	Borys	Biedal	9
2017-12-07	Adrian	Zawisza	17
2017-12-07	Ilona	Gorska	22
2017-12-07	Bruno	Tomczyk	12
2017-12-07	Krystyna	Szybki	7
2017-12-07	Jakub	Bracik	15
2017-12-07	Mariusz	Kornik	24
2017-12-07	Dominika	Szwec	49
2017-12-07	Paulina	Baranowska	12
2017-12-07	Kamila	Wolan	24
2017-12-07	Anna	Janowska	9
2017-12-08	Maciej	Lyszcz	6
2017-12-08	Renata	Kepa	5
2017-12-08	Maja	Lipka	9
2017-12-08	Kacper	Kowalski	15
2017-12-08	Olga	Paluszkiewicz	21
2017-12-08	Jakub	Radomski	2
2017-12-08	Jakub	Radziszewski	48
2017-12-08	Krzysztof	Wloch	3
2017-12-08	Martyna	Marmelowska	52
2017-12-08	Konrad	Lipowski	7
2017-12-11	Monika	Srubka	12
2017-12-11	Natalia	Wolny	5
2017-12-11	Kamila	Wolan	7
2017-12-11	Wojciech	Czyzewski	22
2017-12-11	Kamila	Bialkowska	5
2017-12-11	Hubert	Nowaczynski	9
2017-12-11	Kinga	Trawinska	4
2017-12-11	Lucja	Zych	31
2017-12-11	Monika	Bialkowska	16
2017-12-11	Marek	Zybert	21
2017-12-12	Pawel	Nowakowski	22
2017-12-12	Natalia	Belicka	20
2017-12-12	Karolina	Karpacka	24
2017-12-12	Ilona	Nowak	17
2017-12-12	Paulina	Baranowska	25
2017-12-12	Sebastian	Powoj	22
2017-12-12	Jan	Kwiatkowski	50
2017-12-12	Agnieszka	Kaminska	6
2017-12-12	Agata	Zdrojewska	27
2017-12-12	Lidia	Tarnowska	29
2017-12-13	Ilona	Nowak	12
2017-12-13	Justyna	Wysocka	28
2017-12-13	Dawid	Szreder	21
2017-12-13	Maciej	Siemiatkowski	19
2017-12-13	Wojciech	Wroblewski	29
2017-12-13	Aleksander	Pasternak	9
2017-12-13	Lucja	Zych	24
2017-12-13	Karolina	Perez	24
2017-12-13	Wojciech	Goc	8
2017-12-13	Magda	Makowicz	5
2017-12-14	Marek	Zybert	32
2017-12-14	Malgorzata	Malec	34
2017-12-14	Adam	Czarnecki	9
2017-12-14	Patrycja	Wcislo	49
2017-12-14	Kamila	Wolan	18
2017-12-14	Patrycja	Wcislo	56
2017-12-14	Zenon	Bartek	46
2017-12-14	Amelia	Wicher	11
2017-12-14	Inka	Sochacka	24
2017-12-14	Jan	Adamowicz	28
2017-12-15	Irena	Banasiewicz	29
2017-12-15	Protazy	Warszawski	4
2017-12-15	Bartosz	Tusinski	3
2017-12-15	Lucja	Zych	30
2017-12-15	Emilia	Szczepanska	4
2017-12-15	Karol	Wichrowski	21
2017-12-15	Lena	Miszkin	15
2017-12-15	Anna	Kosowicz	13
2017-12-15	Leon	Price	13
2017-12-15	Bernard	Madej	43
2017-12-18	Marek	Nowakowski	31
2017-12-18	Izabela	Draszczyk	34
2017-12-18	Przemyslaw	Bajewski	12
2017-12-18	Anita	Tych	10
2017-12-18	Teodor	Fornal	5
2017-12-18	Patrycja	Glowinska	4
2017-12-18	Marta	Kolodziejczyk	44
2017-12-18	Kacper	Nowak	32
2017-12-18	Paulina	Szklarska	11
2017-12-18	Natalia	Olkuska	33
2017-12-19	Jakub	Marszalek	56
2017-12-19	Edward	Snopek	3
2017-12-19	Edward	Zdunek	24
2017-12-19	Lucja	Zych	14
2017-12-19	Kacper	Pioro	42
2017-12-19	Adrian	Dulski	21
2017-12-19	Monika	Trojan	4
2017-12-19	Adelajda	Zylinska	41
2017-12-19	Leon	Price	51
2017-12-20	Julia	Samulczyk	29
2017-12-20	Maciej	Wodecki	29
2017-12-20	Angelika	Walaszek	22
2017-12-20	Katarzyna	Wip	4
2017-12-20	Grzegorz	Jackowski	34
2017-12-20	Adrian	Dulski	6
2017-12-20	Tomasz	Zbik	11
2017-12-20	Andrea	Witkowska	9
2017-12-20	Wojciech	Filipowicz	21
2017-12-21	Urszula	Engel	26
2017-12-21	Olgierd	Baranek	4
2017-12-21	Maciej	Tasz	18
2017-12-21	Krzysztof	Wloch	27
2017-12-21	Bernard	Madej	15
2017-12-21	Wojciech	Goc	50
2017-12-21	Krzysztof	Madejski	13
2017-12-21	Antoni	Wierzbicki	27
2017-12-21	Stanislaw	Derek	7
2017-12-22	Katarzyna	Aniec	26
2017-12-22	Anna	Minska	16
2017-12-22	Maria	Opolska	45
2017-12-22	Maksymilian	Lewita	34
2017-12-22	Piotr	Duszota	10
2017-12-22	Leslaw	Kupis	55
2017-12-22	Filip	Spychala	17
2017-12-22	Jaroslaw	Kopiec	13
2017-12-22	Wojciech	Kulakowski	55
2017-12-27	Jan	Inny	45
2017-12-27	Bohdan	Gigant	8
2017-12-27	Tomasz	Zbik	6
2017-12-27	Kinga	Famura	11
2017-12-27	Marlena	Mazar	29
2017-12-27	Jerzy	Pawiec	10
2017-12-27	Jan	Kildanowski	38
2017-12-27	Adam	Borkowski	8
2017-12-27	Patryk	Glac	19
2017-12-28	Jerzy	Pawiec	22
2017-12-28	Dorota	Tarnowska	12
2017-12-28	Janusz	Wrobel	7
2017-12-28	Jakub	Porydzaj	17
2017-12-28	Krzysztof	Wloch	29
2017-12-28	Beata	Mirowska	9
2017-12-28	Julian	Lisowski	21
2017-12-28	Lena	Mrozik	10
2017-12-28	Beata	Lubelska	30
2017-12-29	Dominik	Szczucki	14
2017-12-29	Monika	Bialkowska	15
2017-12-29	Balbina	Boryczko	24
2017-12-29	Karolina	Welc	26
2017-12-29	Marek	Janowski	22
2017-12-29	Maria	Orlicka	35
2017-12-29	Przemyslaw	Bajewski	21
2017-12-29	Jaroslaw	Bicz	16
2017-12-29	Karolina	Bok	48
